CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;CNPJ_CLIENTE;CLIENTE;TOTAL_FATURADO;VALOR_DEVOLVIDO
5;2102004605;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;63.568.323/0001-04;M N M ROLINS DE SOUSA;115,92;
5;609031608;17115437000173;LABORATORIO GLOBO LTDA;63.568.323/0001-04;M N M ROLINS DE SOUSA;379,83;
5;2306001173;33122466000895;CERAS JOHNSON LTDA;03.459.886/0001-24;R M SANTOS-ME;1424,76;
5;2306001285;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;03.459.886/0001-24;R M SANTOS-ME;655,36;
5;2306001179;06302685001006;DENTAL CLEAN - HIGIMASTER DIST DE PROD DE HIG LTDA;03.459.886/0001-24;R M SANTOS-ME;1436,68;
5;2399001146;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;03.459.886/0001-24;R M SANTOS-ME;2835,94;
5;2399001038;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;03.459.886/0001-24;R M SANTOS-ME;3187,34;
5;2399001043;17115437000173;LABORATORIO GLOBO LTDA;03.459.886/0001-24;R M SANTOS-ME;903,79;
5;2399001086;03485572000104;GEOLAB IND FARMACEUTICA S/A;03.459.886/0001-24;R M SANTOS-ME;1340,61;
5;2399001044;57507378000365;EMS S/A;03.459.886/0001-24;R M SANTOS-ME;840,17;
5;2399001221;57507378001418;EMS S/A;03.459.886/0001-24;R M SANTOS-ME;888,45;
5;2399001039;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;03.459.886/0001-24;R M SANTOS-ME;398,43;
3;703008876;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;34.998.778/0001-53;B ALENCAR MATIAS LTDA;9467,48;
3;703008874;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;34.998.778/0001-53;B ALENCAR MATIAS LTDA;451,2;
3;703008888;44145845001112;SOFTYS BRASIL LTDA;34.998.778/0001-53;B ALENCAR MATIAS LTDA;5608,61;
5;7670028466;17115437000173;LABORATORIO GLOBO LTDA;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;181,12;
5;925007696;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;69,5;
5;7670028465;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;2368,97;
5;7670028528;03485572000104;GEOLAB IND FARMACEUTICA S/A;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;960,46;
5;7670028464;33078528000132;TORRENT DO BRASIL LTDA;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;340,17;
5;7670028463;57507378000365;EMS S/A;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;111,04;
5;7670028711;57507378001418;EMS S/A;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;458,04;
5;7670028541;39353170000195;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;502,11;
5;7670028537;57507378001418;EMS S/A;12.077.160/0001-18;F LIMA CAVALCANTE E CIA LTDA;1672,33;
3;1045003588;52990530000128;EUROFRAL PRODUTOS DE HIGIENE LTDA;11.659.770/0006-71;SUPERMERCADO MORANGUINHO LTDA;2098,64;
3;1045003632;62367032000187;LOLLY BABY PRODUTOS INFANTIS L;11.659.770/0006-71;SUPERMERCADO MORANGUINHO LTDA;14787,98;
5;1632016086;03485572000104;GEOLAB IND FARMACEUTICA S/A;03.242.614/0001-78;R DA S FERREIRA DROGARIA;1187,8;
3;14020272;44145845001112;SOFTYS BRASIL LTDA;33.764.921/0001-80;R A MEDICAMENTOS LTDA F8;6486,0;
3;14020305;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;33.764.921/0001-80;R A MEDICAMENTOS LTDA F8;1327,88;
5;2320000941;12288046000218;EUROFRAL PRODUTOS DE HIGIENE LTDA;04.242.702/0001-32;SEBASTIANA MOTA AGUIAR;880,6;
3;1203005240;44145845001112;SOFTYS BRASIL LTDA;00.137.640/0001-48;FARMACIA DO TRABALHADOR POPULAR LTDA;15450,9;
1;131059900;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;00.137.640/0001-48;FARMACIA DO TRABALHADOR POPULAR LTDA;546,39;
1;131059801;39353170000195;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;00.137.640/0001-48;FARMACIA DO TRABALHADOR POPULAR LTDA;1297,29;
5;2306001161;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;04.699.519/0001-60;DROGARIAS CELLA E CELLA LTDA;223,38;
5;2489000103;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;04.699.519/0001-60;DROGARIAS CELLA E CELLA LTDA;5021,44;
5;2489000041;02290277002507;KIMBERLY-CLARK BRASIL IND.E CO;04.699.519/0001-60;DROGARIAS CELLA E CELLA LTDA;652,32;
5;2489000127;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;04.699.519/0001-60;DROGARIAS CELLA E CELLA LTDA;792,0;
5;2516000147;02932074004260;HYPERA S.A;04.699.519/0001-60;DROGARIAS CELLA E CELLA LTDA;367,61;
5;2516000240;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;04.699.519/0001-60;DROGARIAS CELLA E CELLA LTDA;178,54;
5;1271023583;57507378000365;GEOLAB IND FARMACEUTICA S/A;10.469.932/0001-31;N R CORDEIRO ;608,93;
7;2476000624;02932074004260;HYPERA S.A;14.963.602/0001-59;VIDA PERFUMARIA E DROGARIA LTDA;294,33;
3;441020470;21998451001373;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;08.705.312/0001-02;FARMACIA CENTER POPULAR DR THEBERGE LTDA;1152,31;
3;634019732;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;08.705.312/0001-02;FARMACIA CENTER POPULAR DR THEBERGE LTDA;1215,92;
3;441020703;44145845001112;SOFTYS BRASIL LTDA;08.705.312/0001-02;FARMACIA CENTER POPULAR DR THEBERGE LTDA;638,55;
3;634019748;52990530000128;EUROFRAL PRODUTOS DE HIGIENE LTDA;08.705.312/0001-02;FARMACIA CENTER POPULAR DR THEBERGE LTDA;810,69;
3;441020379;33122466000895;CERAS JOHNSON LTDA;08.705.312/0001-02;FARMACIA CENTER POPULAR DR THEBERGE LTDA;208,62;
3;634019764;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;08.705.312/0001-02;FARMACIA CENTER POPULAR DR THEBERGE LTDA;421,38;
2;1293027532;60659463000191;TORRENT DO BRASIL LTDA;24.794.218/0001-23;D MARTINS SILVA;862,89;
1;1983006677;02932074004260;HYPERA S.A;26.541.495/0001-50;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;1049,05;
3;1324004239;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;26.541.495/0001-50;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;1518,94;
1;1983007037;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;26.541.495/0001-50;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;208,98;
1;1983006885;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;26.541.495/0001-50;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;918,96;
3;1324004405;44145845001112;SOFTYS BRASIL LTDA;26.541.495/0001-50;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;293,42;
3;1324004189;44145845001112;SOFTYS BRASIL LTDA;26.541.495/0001-50;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;1141,46;
1;1983007702;33078528000132;TORRENT DO BRASIL LTDA;26.541.495/0001-50;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;687,61;
3;2081002084;44145845001112;SOFTYS BRASIL LTDA;03.140.356/0001-19;DROGARIA QUEIROGA MEDICAMENTOS LTDA ME;2206,66;
3;2081002183;44145845001112;SOFTYS BRASIL LTDA;03.140.356/0001-19;DROGARIA QUEIROGA MEDICAMENTOS LTDA ME;2445,2;
3;2081002127;44145845001112;SOFTYS BRASIL LTDA;03.140.356/0001-19;DROGARIA QUEIROGA MEDICAMENTOS LTDA ME;3821,7;
3;2081002129;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;03.140.356/0001-19;DROGARIA QUEIROGA MEDICAMENTOS LTDA ME;179,52;
1;483076124;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;03.140.356/0001-19;DROGARIA QUEIROGA MEDICAMENTOS LTDA ME;246,58;
1;1117024717;45992062000165;NATULAB LABORATORIO LTDA;27.217.224/0001-06;SAMADAH ALMEIDA BARRETO TAVARES LTDA;349,94;
5;1289019218;02932074004260;HYPERA S.A;08.311.661/0001-40;ANTONIO L GONCALVES;2020,71;
5;1289019223;02932074004260;HYPERA S.A;08.311.661/0001-40;ANTONIO L GONCALVES;634,85;
5;1289019212;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;08.311.661/0001-40;ANTONIO L GONCALVES;2006,72;
5;1254007343;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;26.778.145/0001-01;V S OLIVEIRA & CIA LTDA;1662,8;
5;1254007429;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;26.778.145/0001-01;V S OLIVEIRA & CIA LTDA;187,96;
3;2124001578;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;45.580.762/0001-42;N FARMACIA NOGUEIRA LTDA  ME;6144,72;
1;2279002122;02932074004260;HYPERA S.A;45.580.762/0001-42;N FARMACIA NOGUEIRA LTDA  ME;478,52;
3;2124001595;52990530000128;EUROFRAL PRODUTOS DE HIGIENE LTDA;45.580.762/0001-42;N FARMACIA NOGUEIRA LTDA  ME;805,04;
1;1478013005;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;27.784.096/0001-82;JOSE TEODORO NETO;4240,58;
3;2142000061;52990530000128;EUROFRAL PRODUTOS DE HIGIENE LTDA;27.784.096/0001-82;JOSE TEODORO NETO;470,0;
3;1324004413;44145845001112;SOFTYS BRASIL LTDA;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;628,18;
1;1983006685;02932074004260;HYPERA S.A;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;1663,45;
3;1324004197;44145845001112;SOFTYS BRASIL LTDA;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;997,66;
1;1983006962;02932074004260;HYPERA S.A;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;1154,34;
1;1983007067;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;1225,25;
1;1983006894;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;126,46;
3;1983006452;33122466000895;CERAS JOHNSON LTDA;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;127,12;
3;1324004247;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;477,94;
1;1983007712;33078528000132;TORRENT DO BRASIL LTDA;26.146.685/0001-72;T&T FEITOSA PRODUTOS FARMACEUTICOS LTDA;420,2;
7;1539009096;21998451001373;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;36.242.435/0001-90;MARTINS COMERCIO DE MEDICAMENTOS LTDA;71,7;
7;1539009088;12288046000218;KIMBERLY-CLARK BRASIL IND.E CO;36.242.435/0001-90;MARTINS COMERCIO DE MEDICAMENTOS LTDA;1518,72;
1;1993004653;60659463000191;ACHE LABORATORIOS FARMACEUTICOS S/A;23.477.292/0003-15;N P COMERCIO DE MEDICAMENTOS LTDA;301,67;
1;1993004720;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;23.477.292/0003-15;N P COMERCIO DE MEDICAMENTOS LTDA;311,31;
1;1993004815;60659463000191;ACHE LABORATORIOS FARMACEUTICOS S/A;23.477.292/0003-15;N P COMERCIO DE MEDICAMENTOS LTDA;164,11;
2;1137050527;57507378000365;EMS S/A;29.993.679/0001-49;MARGARIDA DE SOUSA BRITO 84853107304;268,4;
2;1137050530;17115437000173;LABORATORIO GLOBO LTDA;29.993.679/0001-49;MARGARIDA DE SOUSA BRITO 84853107304;249,02;
2;1137050526;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;29.993.679/0001-49;MARGARIDA DE SOUSA BRITO 84853107304;562,76;
1;559025572;02932074004260;HYPERA S.A;26.699.473/0001-12;J. T. BRASIL DE SOUSA JUNIOR ME;2353,2;
5;1254007339;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;16284,62;
5;353040663;03485572000104;GEOLAB IND FARMACEUTICA S/A;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;1258,21;
5;353040998;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;6685,26;
5;1254007425;02290277002507;KIMBERLY-CLARK BRASIL IND.E CO;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;3886,56;
5;353040621;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;1101,24;
5;353040995;57507378001418;EMS S/A;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;240,95;
5;353040695;39353170000195;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;716,4;
5;1254007454;02290277002507;KIMBERLY-CLARK BRASIL IND.E CO;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;2330,36;222,09
5;353040650;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;31.637.134/0002-22;DROGARIA ULTRA POPULAR MARANHENSE LTDA;1853,49;
1;483076047;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;13,66;
1;483076385;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;153,92;
1;483076423;03485572000104;GEOLAB IND FARMACEUTICA S/A;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;240,97;
1;483076002;33078528000132;TORRENT DO BRASIL LTDA;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;389,83;
1;483076036;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;298,85;
1;483076173;03485572000104;GEOLAB IND FARMACEUTICA S/A;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;963,3;
1;559025596;02932074004260;HYPERA S.A;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;392,17;
3;2178003278;06302685001006;DENTAL CLEAN - HIGIMASTER DIST DE PROD DE HIG LTDA;34.974.448/0001-28;PRISCYLA DE OLIVEIRA SILVA ME;217,28;
3;452020601;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;43.389.871/0001-51;FARMACIA J I  BEZERRA NOBRE SOCIEDADE UNIPESSOAL LTDA  ME;921,76;
3;452020574;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;43.389.871/0001-51;FARMACIA J I  BEZERRA NOBRE SOCIEDADE UNIPESSOAL LTDA  ME;946,64;
2;363057543;02932074004260;HYPERA S.A;15.530.085/0001-97;DROGARIA UNIAO II LTDA;513,57;
3;1518014632;44145845001112;SOFTYS BRASIL LTDA;26.900.182/0001-40;SANTO INACIO COMERCIAL DE MEDICAMENTOS EIRELI ME;1467,12;1467,12
1;4510165539;39353170000195;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;37.582.243/0001-95;COMERCIO DE MEDICAMENTOS G&S LTDA;4784,55;
1;4510165450;02932074004260;HYPERA S.A;37.582.243/0001-95;COMERCIO DE MEDICAMENTOS G&S LTDA;584,67;
3;2419000492;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;37.582.243/0001-95;COMERCIO DE MEDICAMENTOS G&S LTDA;279,92;
3;2419000469;44145845001112;SOFTYS BRASIL LTDA;37.582.243/0001-95;COMERCIO DE MEDICAMENTOS G&S LTDA;11966,95;
3;2419000506;44145845001112;SOFTYS BRASIL LTDA;37.582.243/0001-95;COMERCIO DE MEDICAMENTOS G&S LTDA;698,6;
3;2419000465;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;37.582.243/0001-95;COMERCIO DE MEDICAMENTOS G&S LTDA;4527,24;
3;2124001608;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;30.193.565/0001-01;NIELSON NOGUEIRA DOS SANTOS ME;372,0;
3;1117024590;44145845001112;SOFTYS BRASIL LTDA;30.193.565/0001-01;NIELSON NOGUEIRA DOS SANTOS ME;20312,45;
3;2124001593;52990530000128;EUROFRAL PRODUTOS DE HIGIENE LTDA;30.193.565/0001-01;NIELSON NOGUEIRA DOS SANTOS ME;861,96;
3;2124001616;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;30.193.565/0001-01;NIELSON NOGUEIRA DOS SANTOS ME;372,0;
1;1117024751;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;30.193.565/0001-01;NIELSON NOGUEIRA DOS SANTOS ME;179,97;
1;2279002118;02932074004260;HYPERA S.A;30.193.565/0001-01;NIELSON NOGUEIRA DOS SANTOS ME;478,52;
3;2124001584;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;30.193.565/0001-01;NIELSON NOGUEIRA DOS SANTOS ME;6009,4;
5;609031614;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;35.654.262/0001-54;A.F.B. SOARES;1152,92;
5;609031928;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;35.654.262/0001-54;A.F.B. SOARES;77,09;
5;609031612;03485572000104;GEOLAB IND FARMACEUTICA S/A;35.654.262/0001-54;A.F.B. SOARES;965,57;
3;452020626;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;10.846.217/0003-32;A.C. DA FONSECA REGIS MENDES CONRADO;1785,55;
3;452020634;78908266000477;MILI SA;10.846.217/0003-32;A.C. DA FONSECA REGIS MENDES CONRADO;505,82;
3;452020651;44145845001112;SOFTYS BRASIL LTDA;10.846.217/0003-32;A.C. DA FONSECA REGIS MENDES CONRADO;615,49;
3;443035681;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;3483,06;39,99
1;610077352;08762826000280;HIDROLIGHT DO BRASIL S.A;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;1711,34;
3;5950012014;44145845001112;SOFTYS BRASIL LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;40587,67;8,99
1;610077737;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;601,74;43,26
1;610077673;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;780,89;
1;610077348;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;42,23;
1;610077463;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;1467,08;
1;610077889;45992062000165;GERMED FARMACEUTICA LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;915,06;
3;5950012039;21998451001373;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;1043,8;160,52
3;443035930;07125645001090;EUROFRAL PRODUTOS DE HIGIENE LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;4195,52;
1;610077364;33078528000132;TORRENT DO BRASIL LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;312,82;
1;610077603;60659463000191;ACHE LABORATORIOS FARMACEUTICOS S/A;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;402,22;
1;610078231;33078528000132;TORRENT DO BRASIL LTDA;40.521.108/0001-44;COMERCIAL DE MEDICAMENTOS SILVA LTDA;2597,62;
1;82107076;08762826000280;HIDROLIGHT DO BRASIL S.A;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;377,18;57,13
1;82107525;57507378001418;EMS S/A;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;4073,49;
1;82108433;60659463000191;ACHE LABORATORIOS FARMACEUTICOS S/A;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;842,16;
3;1304003035;21998451001373;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;674,61;
1;82107992;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;490,44;
3;1304002998;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;888,42;
1;82108697;83354381000134;SANFARMA INDUSTRIA, COMERCIO E IMPORTACAO E EXPORTACAO LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;877,29;
1;82107111;33078528000132;TORRENT DO BRASIL LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;895,24;
1;82107581;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;6791,5;
1;82107507;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;839,71;
1;82108162;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;848,66;
3;2133001954;21998451001373;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;4213,85;256,34
1;82107073;08762826000280;HIDROLIGHT DO BRASIL S.A;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;3029,71;
1;82107489;45992062000165;GERMED FARMACEUTICA LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;726,49;
1;82107101;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;327,18;
1;82107077;08762826000280;HIDROLIGHT DO BRASIL S.A;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;1207,39;
3;1304002970;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;799,8;
1;82109471;60659463000191;ACHE LABORATORIOS FARMACEUTICOS S/A;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;1031,25;
1;82109823;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;27.089.559/0001-96;FARMACIA PROVIDA EMPREENDIMENTOS LTDA;3004,57;
1;82108339;07863523001778;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;25.086.630/0001-51;FARMACIA MENORPRECO LTDA ME;279,09;
1;82107146;33078528000132;TORRENT DO BRASIL LTDA;25.086.630/0001-51;FARMACIA MENORPRECO LTDA ME;2416,41;
3;4150034268;12288046000218;CCM IND E COM DE PROD DESCARTAVEIS S/A;25.086.630/0001-51;FARMACIA MENORPRECO LTDA ME;2065,2;
1;82107377;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;25.086.630/0001-51;FARMACIA MENORPRECO LTDA ME;3459,11;
1;82107837;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;25.086.630/0001-51;FARMACIA MENORPRECO LTDA ME;589,13;
1;82107142;02501297000528;PHARLAB INDUSTRIA FARMACEUTICA S.A;25.086.630/0001-51;FARMACIA MENORPRECO LTDA ME;224,98;
1;326119822;39353170000195;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;390.453.903-53;NADIA MARIA DOS SANTOS NASCIMENTO;107,8;
1;42113748;02932074004260;HYPERA S.A;16.672.967/0008-26;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;10256,22;
1;530077171;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;16.672.967/0008-26;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;218,56;
1;42113812;33078528000132;TORRENT DO BRASIL LTDA;16.672.967/0008-26;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;187,95;
3;1501002497;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;17.843.783/0001-78;JESUS ALVES BITU NETO E CIA LTDA;2893,74;
3;1501002605;39710427000208;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;17.843.783/0001-78;JESUS ALVES BITU NETO E CIA LTDA;0,0;
1;520031441;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;17.843.783/0001-78;JESUS ALVES BITU NETO E CIA LTDA;558,44;
1;953043823;45992062000165;GERMED FARMACEUTICA LTDA;25.965.408/0001-29;D R PEIXOTO ME;488,44;
1;42113814;33078528000132;TORRENT DO BRASIL LTDA;16.672.967/0010-40;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;112,96;
1;530077173;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;16.672.967/0010-40;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;239,7;
1;42113753;02932074004260;HYPERA S.A;16.672.967/0010-40;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;2706,17;
7;2457000170;02290277002507;KIMBERLY-CLARK BRASIL IND.E CO;36.360.060/0001-62;GEISIANE DE SOUZA VITORINO 03539502548;340,84;
7;2457000156;44145845001112;SOFTYS BRASIL LTDA;36.360.060/0001-62;GEISIANE DE SOUZA VITORINO 03539502548;2834,28;
1;530077167;06105362000395;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;16.672.967/0007-45;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 8;187,07;
