fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;total_valor_pedido;total_pedidos_qtd
EMS S/A;57507378000365;FARMACIA EMILIANA;01.743.589/0001-80;1554.10;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;ORIGINAL FARMA;13.470.567/0002-54;1379.41;1
TORRENT DO BRASIL LTDA;33078528000132;FARMA VITOR;19.789.052/0001-17;646.88;1
SOFTYS BRASIL LTDA;44145845001112;F L PRODUTOS FARMACEUTICOS LTDA  ME;40.186.226/0001-43;5073.20;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PALMACIA;11.099.497/0001-63;3093.46;1
NEOQUIMICA;02932074004260;DROGARIA FELIX (LJ 7) ULTRA MARAPONGA;10.483.865/0001-00;5384.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA FONTENELE;17.795.891/0001-12;1444.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;POP FARMA;37.009.777/0001-27;767.84;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGARIAS ULTRA POPULAR ;35.812.253/0001-44;755.57;1
EMS S/A;57507378000365;VARJOFARMA;11.814.055/0001-51;5445.70;1
HIDROLIGHT DO BRASIL S.A;08762826000280;F DO N CARVALHO ME;21.448.339/0001-25;2013.75;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARM.SOLONOPOLES;10.505.394/0001-93;17901.46;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA MENORPRECO LTDA ME;25.086.630/0001-51;1042.21;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;HIPER POPULAR DROGARIAS;32.811.520/0001-70;1575.77;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA TEND TUDO;03.084.846/0001-45;1183.27;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;CEGIANE GESSICA A MONTEIRO ME;22.628.471/0001-81;1125.32;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGA MAIS;09.099.316/0001-57;56900.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA SAO FRANCISCO;47.611.476/0001-22;5162.28;1
EMS S/A;57507378000365;CEFARMA;35.219.796/0002-33;557.52;1
NEOQUIMICA;02932074004260;R A MACIELCOMERCIAL DE MEDICAMENTOS LTDA;40.908.728/0001-30;2000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;DROGARIAS ULTRA POPULAR;07.033.582/0001-51;2539.46;1
SOFTYS BRASIL LTDA;44145845001112;FARM.VASCONCELOS;11.752.631/0001-83;5105.31;1
NEOQUIMICA;02932074004260;FARMACIA DR NAHIN;31.763.657/0001-34;4091.46;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA SAO BENTO ;34.974.448/0001-28;1505.33;1
TORRENT DO BRASIL LTDA;33078528000132;ANTONIO JOSE CARNEIRO;23.739.758/0001-41;1731.98;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;MARIA DAS GRACAS M OLIVEIRA ME;20.993.983/0001-11;2311.22;1
NEOQUIMICA;02932074004260;DROGATEL;05.328.409/0001-55;3566.00;1
EMS S/A;57507378000365;FARM. OSWALDO CRUZ;05.718.218/0001-08;1750.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA DO TRABALHADOR DE CARIRI;30.317.496/0001-92;4391.54;1
NEOQUIMICA;02932074004260;FARMACIA MAIS SAUDE MEDICAMENTOS EIRELI;30.298.568/0001-00;3121.44;1
NEOQUIMICA;02932074004260;DROGARIA A FAVORITA;17.291.284/0003-87;40268.00;2
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA PROVIDA ( LOJA 06 );35.777.583/0001-46;4384.64;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;SOARES DROGARIA & PE;12.088.423/0001-94;923.22;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA TEND TUDO;03.084.846/0004-98;344.98;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA PRO VIDA LJ 01 (MATRIZ);27.089.559/0001-96;9594.50;1
LABORATORIO GLOBO LTDA;17115437000173;POPULARFARMA;40.138.469/0001-06;6093.38;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA SAO MIGUEL;15.601.070/0001-72;9630.12;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA SANTA TERESINHA;17.259.132/0001-35;2174.32;1
EMS S/A;57507378000365;FARMACIA CENTER POPULAR;35.440.589/0001-23;948.60;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGARIAS BOM LUGAR;33.938.719/0001-27;4542.50;1
NATULAB LABORATORIO LTDA;02456955000183;FARM.SAO FRANCISCO;07.666.018/0001-76;3138.72;1
EMS S/A;57507378000365;FARMACIA UCHOA;06.058.877/0001-10;12344.04;2
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA JARDIM IRACEMA;41.421.553/0001-03;148.92;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIAS DO TRABALHADOR DO NORDESTE;38.347.975/0002-44;763.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA ESTILO;03.884.139/0001-33;1745.20;1
NEOQUIMICA;02932074004260;FARMACIA MAIS POPULAR;38.124.014/0001-90;12029.00;2
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIA CARNEIRO;23.549.116/0005-03;1388.22;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMASHOW COMERCIO DE MEDICAMENTOS LTDA;52.744.019/0001-46;1017.60;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;CEGIANE GESSICA A MONTEIRO ME;22.628.471/0001-81;640.10;1
NEOQUIMICA;02932074004260;FARMELHOR;21.673.768/0001-04;3900.00;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA POPULAR;04.847.207/0001-57;551.80;1
SOFTYS BRASIL LTDA;44145845001112;CEFARMA;35.219.796/0002-33;14924.09;1
EMS S/A;57507378000365;DROGARIAS ULTRA POPULAR ;35.812.253/0003-06;5348.13;1
GERMED FARMACEUTICA LTDA;45992062000165;FARM. OSWALDO CRUZ;05.718.218/0001-08;2100.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;ORIGINAL FARMA;13.470.567/0002-54;1986.84;1
NEOQUIMICA;02932074004260;FARMACIA PRO SAUDE;27.156.743/0001-01;2180.00;1
NEOQUIMICA;02932074004260;FARMACIA PALESTINA;18.331.063/0001-96;2746.81;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;OLIVEIRA & QUEIROGA LTDA;10.015.475/0001-05;1448.43;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGARIA + ECONOMICA;26.778.145/0001-01;18000.00;2
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA REALCE;63.396.709/0001-78;894.06;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA SAO JOSE;23.578.040/0001-10;1587.06;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROGARIA ALAN;35.095.645/0001-30;1050.00;1
NEOQUIMICA;02932074004260;FARMACIA MOURA;01.876.769/0001-30;3188.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA VITORIA;11.601.156/0001-44;6510.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARM.LIMOEIRENSE;05.677.976/0001-17;1057.33;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;GRUPO TOTAL;30035710000118;52972.55;10
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;VAREJAO DOS COMPRIMIDOS MARTINS;25.007.294/0001-04;1007.64;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;DROGARIA A FAVORITA;17.291.284/0001-15;3132.41;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARM.ELTON;07.546.558/0001-16;1687.84;1
EMS S/A;57507378000365;DROGARIA N S APARECIDA;23.477.292/0003-15;3153.93;1
NEOQUIMICA;02932074004260;FARMACIA DO POVO;06.284.732/0001-37;4543.26;1
WELLA BRASIL LTDA;37374821000360;SUPERFARMA;10.477.798/0001-10;2000.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA CERQUEIRA;09.107.672/0001-75;54961.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIAS ULTRAMAX;53.834.947/0001-64;1349.16;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;MEGA FARMA;05.623.124/0001-47;5900.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMA POPULAR APUIARES;52.257.388/0001-04;604.63;1
MILI S/A;78908266000205;FARMACIA NATURELLE;21.731.183/0001-95;100000.00;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA SOLONOPOLE;37.524.559/0001-20;666.36;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIA ULTRA POPULAR;30.624.701/0001-62;521.94;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA DO ARCO;04.950.295/0001-18;3524.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;N C LIMA SUPERMERCADOS LTDA;23.544.299/0005-74;7576.74;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA AVENIDA;37.957.185/0001-37;15025.50;1
NATULAB LABORATORIO LTDA;02456955000183;MARCIA JORDANA ARAUJO LIMA;30.376.426/0001-05;2799.76;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGARIA NOVA;01.837.573/0001-37;3050.92;1
SOFTYS BRASIL LTDA;44145845001112;DROG BETEL 4;04.869.633/0001-91;3710.50;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIAS MAXI POPULAR;32.736.479/0009-72;0.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA PACATUBA;05.225.479/0001-88;5069.68;1
NEOQUIMICA;02932074004260;FARMACIA CONVIVA TAUA;54.932.001/0001-01;1031.14;1
EMS S/A;57507378000365;GRUPO TOTAL;30035710000118;82908.84;20
TORRENT DO BRASIL LTDA;33078528000132;DROGARIA POUPE JA;05.087.206/0001-14;317.40;1
NEOQUIMICA;02932074004260;DROGARIA SAO FRANCISCO;07.130.347/0001-06;2384.63;1
SOFTYS BRASIL LTDA;44145845001112;EXTRA SAO JOSE;04.441.266/0001-20;10000.00;1
MILI S/A;78908266000205;M. MICHELLE SARAIVA MOREIRA ME;19.759.011/0002-69;5827.08;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA PECHINCHA;50.252.655/0001-25;1688.27;1
NATULAB LABORATORIO LTDA;02456955000183;JOSE LEONARDO F LTDA;51.741.264/0001-37;6413.90;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA EXTRA POPULAR;27.924.379/0003-44;23073.12;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA SANFARMA;21.593.391/0001-75;5980.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA UNIFARMA POPULAR;54.120.760/0001-61;25428.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIA BITU;40.164.891/0001-36;2562.93;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;DROGARIAS ULTRA POPULAR ;35.812.253/0003-06;2599.80;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;SUPERMERCADO MORANGUINHO;11.659.770/0017-24;16373.59;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA CONVIVA CAUCAIA;21.593.391/0003-37;3320.70;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FARMACIA IDEAL;26.893.718/0001-48;2024.31;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMACIA MAIS SAUDE;49.229.812/0001-00;1078.94;1
NEOQUIMICA;02932074004260;FARMACIA NOGUEIRA;46.454.228/0001-52;770.40;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FORTE FARMA;39.999.662/0001-52;6133.22;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA PACATUBA;05.225.479/0001-88;1472.66;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARM. OSWALDO CRUZ;05.718.218/0001-08;11573.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;F C FERREIRA LOPES ME;00.919.405/0001-28;20000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA MAIS SAUDE;23.598.576/0001-06;1317.43;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;07.159.873/0001-90;5082.20;1
SOFTYS BRASIL LTDA;44145845001112;CENTRAL POPULAR SANTA QUITERIA LTDA;53.989.923/0001-84;5688.60;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA CENTER POPULAR (LJ 6) C JANGURU;05.624.211/0006-23;50000.00;1
MILI S/A;78908266000205;FARMACIA GENTIL;35.233.204/0001-57;1548.00;1
GERMED FARMACEUTICA LTDA;45992062000165;FARM.MEDICAL;05.130.530/0001-78;2023.00;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA IDEAL;26.893.718/0001-48;2532.40;1
NEOQUIMICA;02932074004260;FCIA POPULAR;12.365.566/0001-04;23141.02;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIAS MAXI POPULAR;07.742.240/0001-00;1819.86;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;F NIKELLY PEREIRA DE ALMEIDA;28.266.053/0001-78;2198.25;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;ULTRA POPULAR;32.736.479/0004-68;6704.24;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;CEFARMA;46.432.131/0001-49;4040.28;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA NOVA VIDA;19.147.250/0001-87;100000.00;1
SOFTYS BRASIL LTDA;44145845001112;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;41.399.468/0001-88;10269.82;1
NATULAB LABORATORIO LTDA;02456955000183;MEDICAL FARMA;14.316.131/0001-97;1680.02;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA NOGUEIRA;46.454.228/0001-52;536.46;1
ACCUMED PROD MED HOSP LTDA;06105362000123;R & B COMERCIAL FARMACEUTICA LTDA ME;25.531.452/0001-20;1199.28;1
HYPERA PP E CH;02932074002801;DISK SAUDE;03.044.933/0001-79;13774.64;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGA ALVES;06.113.361/0001-20;1316.18;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIA MAGALHAES;43.226.958/0001-08;1015.77;1
NATULAB LABORATORIO LTDA;02456955000183;SOARES DROGARIA & PE;12.088.423/0001-94;3521.12;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA PADRE CICERO;08.601.302/0001-27;1027.70;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;ATENDBEM FL2;05.531.235/0003-95;521.94;1
NEOQUIMICA;02932074004260;FARMACIA DONATO;23.573.561/0001-85;20000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;POSTO DE MEDICAMENTO CEFARMA;47.703.336/0001-84;1035.66;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;SERRANA FARMA;34.035.700/0003-03;1322.76;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;CRISTIANO MOREIRA MAIA;17.976.078/0001-49;1263.00;1
NEOQUIMICA;02932074004260;F L PRODUTOS FARMACEUTICOS LTDA  ME;40.186.226/0001-43;897.00;1
SOFTYS BRASIL LTDA;44145845001112;BIGFORT FARMACIAS;37.826.966/0001-92;151244.78;1
NATULAB LABORATORIO LTDA;02456955000183;FARMA FAMA;20.375.071/0001-86;1027.82;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA SAO FRANCISCO;37.741.496/0001-64;10318.70;1
NATULAB LABORATORIO LTDA;02456955000183;FARMABELLA;40.407.564/0001-68;3070.16;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA NOVA FARMA;46.202.601/0001-88;2811.18;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMACIAS OMEGA;31.499.324/0001-40;2527.28;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGARIA SAO LUIS;04.316.017/0001-03;5167.68;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA ALIANCA;02.878.118/0001-42;1020.46;1
SOFTYS BRASIL LTDA;44145845001112;FCO. ELTON APOLONIO MENDES FIL;07.546.558/0002-05;3010.64;1
NEOQUIMICA;02932074004260;FARMACIA CENTER POPULAR;35.440.589/0001-23;5036.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FCIA DO TRABALHOR DE;19.021.072/0001-43;1600.34;1
MILI S/A;78908266000205;FARMACIA DROGRAMIS;42.428.309/0001-27;1095.00;1
NEOQUIMICA;02932074004260;FARMACIA SANTA BRANCA;47.879.569/0001-32;16093.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;SUPERFARM POPULAR;26.012.717/0001-47;3775.38;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;F S C MEDICAMENTOS LTDA;08.943.592/0001-97;3162.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;LIBORIO & LIBORIO LTDA;21.257.136/0005-85;1247.44;1
MILI S/A;78908266000205;FARMACIA MENOR PRECO;19.759.011/0001-88;2477.90;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;MERCANTIL DLS DE ALIMENTOS LTDA;15.710.708/0001-03;1685.20;1
SOFTYS BRASIL LTDA;44145845001112;FARM.SOLONOPOLES;10.505.394/0001-93;127885.92;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA TEND TUDO;31.367.577/0001-60;2605.41;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;DROG MEGA FARMA;22.839.770/0001-65;1.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA FARMAZIL;45.219.959/0001-50;3139.92;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA FERNANDES;00.796.517/0002-10;6005.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIAS ULTRA POPULAR;31.318.368/0004-79;4130.14;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA SAO JOSE;07.505.165/0001-64;1416.19;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA JAGUARIBANA;06.063.994/0001-71;1027.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;DROGARIA SANTA TEREZINHA;15.051.038/0001-60;6009.43;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;HARDALA H P PAIVA FARMACIA ME ;06.267.106/0001-32;1009.92;1
NEOQUIMICA;02932074004260;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;03.748.673/0002-01;35108.16;1
ACCUMED PROD MED HOSP LTDA;06105362000123;A R DE OLIVEIRA - ME;21.523.336/0001-09;2268.64;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA CASTELO BRANCO;33.023.826/0001-25;10197.51;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;NOSSA FARMACIA;06.886.605/0001-08;2146.82;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA ALDESUL (FILIAL 10);07.298.821/0010-96;24523.59;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA HELIO;01.013.900/0001-36;6623.28;1
NEOQUIMICA;02932074004260;FARMACIA BATISTA;28.379.309/0001-53;2116.21;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;HIPER POPULAR DROGARIAS;47.872.238/0001-70;2383.26;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA ECONOMICA;56.305.586/0001-57;1348.20;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMA FAMA;20.375.071/0001-86;11990.03;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA PADRE CICERO;07.196.132/0001-80;5532.32;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA SAO JOSE IPU EIRELI;33.714.468/0001-05;1684.62;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;DENISE DA PAIXAO RODRIGUES ME;29.302.165/0001-08;1317.83;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIAS ULTRA POPULAR;10.783.115/0001-53;2438.51;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA CASTELO BRANCO;33.023.826/0001-25;446.13;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA DA ECONOMIA;04.141.466/0012-10;23000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;F L PRODUTOS FARMACEUTICOS LTDA  ME;40.186.226/0001-43;4174.68;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROGARIA POPULAR HOLANDA;29.415.943/0001-67;1029.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;REBEKA NEVES DE MENEZES ME;17.527.312/0002-31;3356.10;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIA SAO LUIS;04.316.017/0001-03;1166.17;1
WELLA BRASIL LTDA;37374821000360;PRO SAUDE;01.570.785/0001-09;500.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMÁCIA DA PRAÇA;07.219.651/0007-01;425.10;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA ALDESUL (DROGAMASTER);03.135.553/0001-40;673.50;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;JOSE LEONARDO F LTDA;51.741.264/0001-37;1229.90;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIA SAO FRANCISCO;07.130.347/0001-06;1004.08;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DEUSABABYS;48.873.043/0001-08;772.12;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA SAO LUCAS;11.478.075/0001-07;3027.24;1
MILI S/A;78908266000205;FRANCISCO RONALDO FERREIRA ARAGAO;34.172.329/0001-51;8550.00;1
NEOQUIMICA;02932074004260;FARMACIA SUPER PRECO BAIXO;57.525.478/0001-52;1973.00;1
GERMED FARMACEUTICA LTDA;45992062000165;ATENDBEM MATRIZ;05.531.235/0001-23;10000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA VITORIA;46.143.532/0003-40;1070.26;1
NEOQUIMICA;02932074004260;FARMACIA DO PRECO POPULAR;45.353.864/0001-25;30000.00;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIA CARNEIRO;23.549.116/0005-03;5069.68;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA SANTA BRANCA;47.879.569/0001-32;3529.00;1
MILI S/A;78908266000205;GRUPO TOTAL;30035710000118;8625.73;2
SOFTYS BRASIL LTDA;44145845001112;SUPERFARMA;10.477.798/0004-63;7483.98;1
NEOQUIMICA;02932074004260;ECONOMIA FARMA;34.788.700/0001-04;3070.83;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARM FERNANDES;00.796.517/0001-39;5041.26;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;SOARES DROGARIA & PE;12.088.423/0001-94;1339.82;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA SANTANA;34.683.891/0001-40;2920.36;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;SUPERMERCADO MORANGUINHO LTDA;11.659.770/0007-52;2724.02;1
EMS S/A;57507378000365;ULTRA POPULAR;32.736.479/0001-15;30000.00;1
SOFTYS BRASIL LTDA;44145845001112;COMERCIAL DE MEDICAMENTOS NUNES LTDA;51.931.819/0001-03;47699.36;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA ARCANJO GABRIEL;07.067.022/0001-18;4600.00;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA POPULAR CENTRAL 2;50.271.577/0001-06;2073.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMAROSSI;27.903.685/0001-32;7417.80;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMA POPULAR APUIARES;52.257.388/0001-04;2085.30;1
TORRENT DO BRASIL LTDA;33078528000132;ULTRA POPULAR;03.084.846/0005-79;1081.25;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;PREA FARMA;52.280.139/0001-30;2476.10;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGARIA ULTRA POPULAR;28.721.514/0001-55;25000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;N M DE SOUZA COSMETICOS;37.959.106/0001-27;13068.00;1
GERMED FARMACEUTICA LTDA;45992062000165;FARMACIA SANTO ANTONIO;53.099.204/0001-98;1083.26;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA CAMPELO;07.704.554/0001-19;1013.32;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;27.361.998/0006-10;2005.49;1
NEOQUIMICA;02932074004260;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;41.399.468/0001-88;1794.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;ATENDBEM FL 5;05.531.235/0006-38;524.94;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;PRO-SAUDE;00.605.064/0001-16;2259.26;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIA CHARITOFARMA;35.610.100/0001-14;1148.05;2
SOFTYS BRASIL LTDA;44145845001112;DROGARIA SANTO ANTONIO;07.399.918/0001-02;5883.06;1
NEOQUIMICA;02932074004260;DROGARIA BITU;40.164.891/0001-36;1084.98;1
